Genre,Description
Uplifting trance,"L'uplifting trance, parfois appelée epic trance, emotional trance, trance euphorique ou trance mélodique, est un sous-genre désignant la musique trance contemporaine. Cependant, le terme « uplifting » remonte à la fin des années 1990. Les morceaux sont facilement reconnaissables par leur long break mélodique et planant mais aussi un beat très énergique et rapide  rappelant l'influence et l'émergence de la goa/psytrance quelques années auparavant. Le but premier de cette musique est de faire monter au plus haut l'état émotionnel et sentimental de l'auditeur."
uptempo,"L'uptempo, ou uptempo hardcore, est un genre musical dérivé de la techno hardcore et du gabber ayant émergé aux Pays-Bas au début des années 2010. Il est plus rapide, plus bruitiste et plus énergique que le mainstream hardcore."
Vaporwave,"La vaporwave  est un genre musical et mouvement artistique, ayant émergé sur internet dans les années 2010 des scènes dance indépendantes comme le seapunk, la bounce house, la witch house, et le chillwave. La vaporwave est caractérisée par sa nostalgie et sa fascination pour la culture rétro, la technologie, et les pubs des années 1980 et 1990."
Viking metal,"Le viking metal est un sous-genre musical du heavy metal, dont les origines sont retracées par le black metal et le folk nordique, caractérisé par les paroles qui font référence principalement à la mythologie nordique, aux Vikings ou au paganisme. La majorité des groupes de viking metal sont originaires de la Scandinavie élargie. Dans la musique du viking metal, les claviers et les instruments traditionnels comme le violon ou l'accordéon sont omniprésents et le rythme est galopant. Le viking metal est davantage un concept lyrique et thématique qu'un genre musical en tant que tel. Il incorpore à la fois des groupes de black metal et de death metal ainsi que de folk metal."
Visual kei,"Le visual kei  est un mouvement musical japonais, caractérisé par le port de différents niveaux de maquillage, des vêtements élaborés, style venant du Japon ancien, notamment du théâtre Kabuki, où les hommes jouaient les rôles féminins mais pas toujours couplés aux caractéristiques esthétiques androgynes . Cependant, le style vestimentaire reste souvent contradictoire quant aux différents styles de musiques jouées, notamment les musiques électroniques, pop, etc. D'autres sources, ainsi que les membres du mouvement, expliquent que le visual kei n'est pas un genre musical et que la participation liée à la sous-culture est ce qui amplifie l'utilisation du terme,,,."
Vocal house,"La vocal house est un genre musical lié à la house music qui a été au premier plan à la fin des années 1980 et au début des années 1990. Il est souvent composé d'une âme de voix profonde  et d'un piano, à un certain stade de la musique. D'autres échantillons incluent habituellement des boucles jazz, et des basses disco."
West Coast blues,Descripción no encontrada
Western Swing,"Le western swing est un style de musique populaire qui a évolué dans les années 1920 dans le Sud-Ouest américain. Essentiellement une excroissance du jazz, consistant en une combinaison éclectique de musiques rurales, de cow-boy, polka, et la musique folk, de jazz Nouvelle-Orléans ou Dixieland, blues et jazz mélangé avec un « swing » et joué par un orchestre à cordes souvent complétée par des tambours, saxophones, pianos, et notamment la steel guitar. Plus tard on retrouve également inclus des harmoniques bebop. Les similitudes entre western swing et jazz manouche sont souvent notées."
Witch house,"La witch house  est un sous-genre sombre et occulte de la house, ayant émergé à la fin des années 2000."
Wizard rock,"Le wizard rock , parfois appelé de façon simplifiée wrock, est un mouvement musical apparu en 2002, composé de groupes de jeunes musiciens qui jouent et composent des morceaux à propos de l'univers de Harry Potter, créé par J. K. Rowling. Il y avait en 2008 plus de 400 groupes de wizard rock."
Wonky,"La wonky  est un genre de musique électronique unique ou expérimental, souvent remis en question, caractérisé par des morceaux de synthétiseur instable. Le genre est lancé vers l'été 2008, en parallèle à d'autres genres issus du hip-hop , du grime, du chiptune, du dubstep, du G-funk, du crunk, de l'electro et du broken beat."
Wonky pop,"La wonky, ou pop wonky, est un genre de musique pop qui correspond à un large ensemble d’interprètes jouant un type de chanson que la BBC qualifiait d’« excentrique, accrocheur et réaliste », leur ayant valu ensuite une part de notoriété durant la fin des années 2000. Inspiré par le côté fantaisiste de la culture des années 1980, ce mouvement se développe en premier lieu au Royaume-Uni, avant de s'étendre progressivement en Europe et jusque dans le reste du monde. Il inclut notamment des artistes tels que Mika, Robyn ou encore le groupe Alphabeat."
World music,"L’expression musiques du monde  est un terme générique qui couvre les musiques qui ne font pas partie des principaux courants occidentaux contemporains que sont la pop, le rock, la musique classique, le jazz, le rap et la musique électronique, et qui contiennent des composantes ethniques ou traditionnelles. Par exemple, la musique bretonne et la musique basque sont des musiques traditionnelles des régions françaises."
Yéla,"Le Yeela est la musique principale des peuls et a été créé dans le Fouta-Toro par les nobles guerriers ""Sebbe"" . C'est un ensemble de chants et de danses qui à l'origine animait les veillées d'armes. Il a été confié et légué aux ''awlubé''  ou griots dans la mesure où ils constituaient la caste chanteuse. La musique s'appelle Alamary mais dans presque tous les chants le mot yella revient dans les refrains."
Yéyé,"Le yéyé est un courant musical ayant émergé au début des années 1960. L'expression est utilisée en France et au Québec et vise à désigner, généralement, une musique ou une chanson adaptée d'un succès anglo-saxon, alors très prisée par la jeunesse baby boomer née après la Seconde Guerre mondiale. Elle désigne aussi bien le jeune public amateur de ces airs que leurs non moins jeunes interprètes , la connotation dans la bouche des adultes et surtout des intellectuels se voulait à l'origine péjorative et railleuse."
Youth crew,La youth crew est un sous-genre musical du punk hardcore attribué aux groupes principalement actifs au milieu et à la fin des années 1980 en particulier dans la scène hardcore de New York à la fin des années 1980. La youth crew se différencie des autres styles des scènes hardcore et punk par son optimisme et son aspect moraliste. Les premiers groupes et fans de youth crew se revendiquent straight edge et végétariens.
Zarico,"Le zarico, ou zydeco, est un genre musical apparu dans les années 1930 en Louisiane, proche parent de la musique cadienne, incluant de nombreuses influences blues et rhythm and blues, joué par des Cadiens et Créoles noirs de Louisiane ,."
Zeuhl,"Le terme zeuhl est utilisé en référence au groupe Magma, à l'origine de ce genre musical. Dans la langue imaginaire créée par son fondateur Christian Vander, le kobaïen,, « zeuhl désigne une sorte de mémoire cosmique en relation avec l’Univers, qui aurait mémorisé tous les sons  existants dans les profondeurs de notre esprit. C'est lorsqu'on arrive à se dégager de toutes choses en musique que cette mémoire entre en activité pour correspondre avec l'Univers tout entier. »
La Musique Zeuhl est une musique multidirectionnelle, spirituelle et céleste."
Ziglibithy,"Le ziglibithy est un genre musical originaire de Côte d'Ivoire s'inspirant des sonorités traditionnelles des peuples de l'ouest de la Côte-d'Ivoire , dont le zagrobi."
Zouglou,"Le zouglou est un genre musical, populaire et urbain, né en Côte d'Ivoire au début des années 1990 et, qui dominera la variété ivoirienne pendant une dizaine d’années ."
Zouk,"Le zouk est un mouvement musical né en Guadeloupe entre la fin des années 1970 et le début des années 1980 et répandu principalement aux Antilles françaises. C'est le groupe Kassav' qui a fait connaître ce genre musical dans le monde avec des tubes tels que Zouk la sé sèl médikaman nou ni ou Syé Bwa. Dès son apparition le zouk s’est caractérisé par un tempo rapide de 120 à 145 bpm, un rythme souligné par les percussions et une forte section de cuivres. Dans la 2e partie des années 1980, des groupes comme Zouk Machine  fondé par les deux membres du groupe Experience 7  ou le chanteur Patrick Saint-Éloi ont à leur tour fait évoluer cette musique."
Zumba,"La Zumba est un programme d'entraînement physique complet, alliant tous les éléments de la remise en forme : cardio et préparation musculaire, équilibre et flexibilité. Les chorégraphies s'inspirent principalement des danses latines , mais aussi de styles variés comme la danse du ventre ou la Quebradita. Selon le site de la compagnie Zumba Fitness LLC, plus de 15 millions de personnes participeraient hebdomadairement à un cours de Zumba ; ces cours seraient dispensés dans environ 200 000 endroits répartis dans 180 pays"
